No,Perguruan Tinggi,Peringkat,No. SK,Tahun SK,Wilayah,Tanggal Kadaluarsa,Status Kadaluarsa
2587,Akademi Kebidanan Singkawang,Baik,1731/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,11,2027-09-13,Masih berlaku
574,Akademi Kebidanan Sismadi,Baik,1941/SK/BAN-PT/Ak/PT/X/2024,2024,03,2029-10-19,Masih berlaku
1135,Akademi Kebidanan Siti Fatimah,Baik,1329/SK/BAN-PT/Ak/PT/VII/2024,2024,06,2029-07-09,Masih berlaku
1528,Akademi Kebidanan Surya Mandiri Kota Bima,Baik,239/SK/BAN-PT/Ak/PT/III/2024,2024,08,2029-03-19,Masih berlaku
2719,Akademi Kebidanan Tahirah Al-Baeti Bulukumba,Baik,1317/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,09,2025-08-30,129 hari lagi kedaluwarsa
797,Akademi Kebidanan Tuti Rahayu,Baik,1709/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,17,2026-08-27,Masih berlaku
2612,Akademi Kebidanan Wahana Husada Bandar Jaya,Baik,1707/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,02,2027-11-01,Masih berlaku
3653,Akademi Kebidanan Wijaya Husada,Baik,303/SK/BAN-PT/Akred/PT/IV/2021,2021,04,2026-04-13,Masih berlaku
561,Akademi Kebidanan Wijaya Kusuma Malang,Baik,1949/SK/BAN-PT/Ak/PT/X/2024,2024,12,2029-10-19,Masih berlaku
1160,Akademi Kebidanan Wira Buana,Baik,1322/SK/BAN-PT/Ak.P/PT/VII/2024,2024,02,2026-07-02,Masih berlaku
2873,Akademi Kebidanan Wiyata Mitra Husada Nganjuk,Baik,1457/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,07,2025-07-05,73 hari lagi kedaluwarsa
1092,Akademi Kebidanan Yaleka Maro Merauke,Baik,1402/SK/BAN-PT/Ak.P/PT/VII/2024,2024,14,2026-07-23,Masih berlaku
88,Akademi Keperawatan Al-Hikmah 2 Brebes,Baik Sekali,2087/SK/BAN-PT/Ak/PT/III/2025,2025,06,2030-03-19,Masih berlaku
2026,Akademi Keperawatan Al-Ikhlas Cisarua,Baik,654/SK/BAN-PT/Ak.Ppj/PT/IX/2023,2023,04,2028-10-03,Masih berlaku
3669,Akademi Keperawatan Alkautsar Temanggung,Baik,290/SK/BAN-PT/Akred/PT/IV/2021,2021,06,2026-04-06,Masih berlaku
946,Akademi Keperawatan Andakara,Baik,1553/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,03,2026-08-14,Masih berlaku
163,Akademi Keperawatan Bahrul  Ulum Jombang,Baik,88/SK/BAN-PT/Ak.P/PT/II/2025,2025,07,2027-02-18,Masih berlaku
2228,Akademi Keperawatan Baiturrahmah,Baik,343/SK/BAN-PT/Ak.Ppj/PT/V/2023,2023,10,2028-05-24,Masih berlaku
201,Akademi Keperawatan Baramuli,Baik,56/SK/BAN-PT/Ak.B/PT/II/2025,2025,16,2027-02-05,Masih berlaku
2736,Akademi Keperawatan Batari Toja Watampone,Baik,1348/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,09,2025-08-30,129 hari lagi kedaluwarsa
2267,Akademi Keperawatan Berkala Widya Husada,Baik,256/SK/BAN-PT/Ak/PT/IV/2023,2023,03,2028-04-11,Masih berlaku
2755,Akademi Keperawatan Bethesda Serukam,Baik,1495/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,11,2026-12-28,Masih berlaku
1299,Akademi Keperawatan Bethesda Tomohon,Baik,1124/SK/BAN-PT/PEPA-Ppj/PT/V/2024,2024,16,2029-05-28,Masih berlaku
1392,Akademi Keperawatan Bina Insan Jakarta,Baik,467/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,03,2029-04-24,Masih berlaku
996,Akademi Keperawatan Bina Insani Sakti,Baik,1474/SK/BAN-PT/Ak.Ppj/PT/VIII/2024,2024,10,2029-04-17,Masih berlaku
77,Akademi Keperawatan Bunda Delima,Baik,2100/SK/BAN-PT/Ak/PT/III/2025,2025,02,2030-03-25,Masih berlaku
2624,Akademi Keperawatan Buntet Pesantren,Baik,1664/SK/BAN-PT/Ak/PT/X/2022,2022,04,2027-10-11,Masih berlaku
1072,Akademi Keperawatan Columbia Asia,Baik,1421/SK/BAN-PT/Ak.P/PT/VII/2024,2024,01,2026-07-30,Masih berlaku
2482,Akademi Keperawatan Dharma Husada Cirebon,Baik,1924/SK/BAN-PT/Ak/PT/XI/2022,2022,04,2027-11-22,Masih berlaku
2068,Akademi Keperawatan Dharma Husada Kediri,Baik,588/SK/BAN-PT/Ak.Ppj/PT/IX/2023,2023,07,2028-09-19,Masih berlaku
2924,Akademi Keperawatan Dharma Insan,Baik,1046/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,11,2026-12-28,Masih berlaku
964,Akademi Keperawatan Dharma Wacana,Baik,1516/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,02,2026-08-13,Masih berlaku
1672,Akademi Keperawatan Dian Husada,Baik,1198/SK/BAN-PT/PEPA-Ppj/PT/XII/2023,2023,07,2028-11-09,Masih berlaku
3898,Akademi Keperawatan Fatmawati,Baik,1046/SK/BAN-PT/Akred/PT/XII/2020,2020,03,2025-12-08,Masih berlaku
2982,Akademi Keperawatan Giri Satria Husada,Baik,964/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,06,2025-07-11,79 hari lagi kedaluwarsa
3081,Akademi Keperawatan Gita Matura Abadi Kisaran,Baik,206/SK/BAN-PT/Ak-PPJ/PT/V/2022,2022,01,2027-05-24,Masih berlaku
691,Akademi Keperawatan HKBP Balige,Baik,1822/SK/BAN-PT/Ak/PT/X/2024,2024,01,2029-10-03,Masih berlaku
901,Akademi Keperawatan Harum,Baik,1614/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,03,2026-08-18,Masih berlaku
2628,Akademi Keperawatan Husada Karya Jaya,Baik,1639/SK/BAN-PT/Ak/PT/X/2022,2022,03,2027-10-11,Masih berlaku
3566,Akademi Keperawatan Ibnu Sina Kota Sabang,Baik,432/SK/BAN-PT/Akred/PT/V/2021,2021,13,2026-05-18,Masih berlaku
1349,Akademi Keperawatan Insan Husada Surakarta,Baik,992/SK/BAN-PT/PEPA-Ppj/PT/V/2024,2024,06,2029-05-15,Masih berlaku
3689,Akademi Keperawatan Jabal Ghafur,Tidak Terakreditasi,271/SK/BAN-PT/Ak-TMSP/PT/III/2021,2021,13,,Masih berlaku
220,Akademi Keperawatan Justitia,Baik,31/SK/BAN-PT/Ak.P/PT/I/2025,2025,16,2027-01-21,Masih berlaku
293,Akademi Keperawatan Karya Bhakti Nusantara,Baik,2218/SK/BAN-PT/Ak/PT/XII/2024,2024,06,2029-12-11,Masih berlaku
63,Akademi Keperawatan Kebonjati,Baik,2108/SK/BAN-PT/Ak/PT/IV/2025,2025,04,2030-04-14,Masih berlaku
1159,Akademi Keperawatan Kesdam I/Bukit Barisan Binjai,Baik,1323/SK/BAN-PT/Ak.P/PT/VII/2024,2024,01,2026-07-02,Masih berlaku
1395,Akademi Keperawatan Kesdam I/Bukit Barisan Medan,Baik,438/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,01,2029-04-17,Masih berlaku
1192,Akademi Keperawatan Kesdam I/Bukit Barisan Padang,Baik,1324/SK/BAN-PT/PEPA-Ppj/PT/VII/2024,2024,10,2029-07-02,Masih berlaku
1517,Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar,Baik,246/SK/BAN-PT/PEPA-Ppj/PT/III/2024,2024,01,2029-03-20,Masih berlaku
2220,Akademi Keperawatan Kesdam II Sriwijaya,Baik Sekali,344/SK/BAN-PT/Ak/PT/V/2023,2023,02,2028-05-16,Masih berlaku
3740,Akademi Keperawatan Kesdam Iskandar Muda Banda Aceh,Baik,139/SK/BAN-PT/Akred/PT/III/2021,2021,13,2026-03-02,Masih berlaku
3655,Akademi Keperawatan Kesdam Iskandar Muda Lhokseumawe,Baik,318/SK/BAN-PT/Akred/PT/IV/2021,2021,13,2026-04-13,Masih berlaku
2987,Akademi Keperawatan Lapatau Bone,Baik,869/SK/BAN-PT/Ak.Ppj/PT/IX/2022,2022,09,2027-08-16,Masih berlaku
1283,Akademi Keperawatan Malahayati Medan,Baik,1123/SK/BAN-PT/PEPA-Ppj/PT/V/2024,2024,01,2029-05-28,Masih berlaku
1741,Akademi Keperawatan Mandiri,Baik,1138/SK/BAN-PT/Ak/PT/XII/2023,2023,08,2028-12-12,Masih berlaku
3738,Akademi Keperawatan Metuari Waya Manado,Baik,143/SK/BAN-PT/Akred/PT/III/2021,2021,16,2026-03-02,Masih berlaku
1706,Akademi Keperawatan Nabila,Baik,1228/SK/BAN-PT/PEPA-Ppj/PT/XII/2023,2023,10,2028-12-05,Masih berlaku
3851,Akademi Keperawatan Pasar Rebo Jakarta,Baik,1097/SK/BAN-PT/Akred/PT/XII/2020,2020,03,2025-12-15,Masih berlaku
1471,Akademi Keperawatan Patria Husada Surakarta,Baik,398/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,06,2029-04-11,Masih berlaku
732,Akademi Keperawatan Pelni,Baik,1762/SK/BAN-PT/Ak.P/PT/IX/2024,2024,03,2026-09-10,Masih berlaku
3825,Akademi Keperawatan Pemerintah Kab Purworejo,Baik Sekali,1193/SK/BAN-PT/Akred/PT/XII/2020,2020,06,2025-12-22,Masih berlaku
2328,Akademi Keperawatan Pemerintah Kabupaten Ngawi,Baik,156/SK/BAN-PT/Ak/PT/III/2023,2023,07,2028-03-07,Masih berlaku
1540,Akademi Keperawatan Pemkab Tapanuli Utara,Baik,225/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,01,2029-03-06,Masih berlaku
1235,Akademi Keperawatan Primaya,Baik,1180/SK/BAN-PT/Ak.P/PT/VI/2024,2024,06,2026-06-25,Masih berlaku
3989,Akademi Keperawatan RS Dustira,Baik,899/SK/BAN-PT/Akred/PT/XI/2020,2020,04,2025-11-03,Masih berlaku
1007,Akademi Keperawatan RS Efarina,Baik,1483/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,04,2026-08-13,Masih berlaku
2748,Akademi Keperawatan RS Marthen Indey,Baik,1174/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,14,2026-09-30,Masih berlaku
3860,Akademi Keperawatan RSP TNI-AU Jakarta,Baik,1102/SK/BAN-PT/Akred/PT/XII/2020,2020,03,2025-12-15,Masih berlaku
3228,Akademi Keperawatan Rumkit Tingkat III Manado,Baik,55/SK/BAN-PT/Akred/PT/II/2022,2022,16,2027-02-03,Masih berlaku
1738,Akademi Keperawatan ST Elisabeth Lela,Baik Sekali,1140/SK/BAN-PT/Ak/PT/XII/2023,2023,15,2028-12-12,Masih berlaku
799,Akademi Keperawatan Sari Husada,Baik,1707/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,01,2026-08-27,Masih berlaku
2715,Akademi Keperawatan Sawerigading Pemda Luwu,Baik,1410/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,09,2025-10-04,164 hari lagi kedaluwarsa
3878,Akademi Keperawatan Setih Setio,Baik,1092/SK/BAN-PT/Akred/PT/XII/2020,2020,10,2025-12-15,Masih berlaku
2654,Akademi Keperawatan Sri Bunga Tanjung,Baik,1579/SK/BAN-PT/Ak/PT/X/2022,2022,17,2027-10-04,Masih berlaku
899,Akademi Keperawatan Surya Nusantara,Baik,1616/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,01,2026-08-18,Masih berlaku
500,Akademi Keperawatan Teungku Fakinah Banda Aceh,Baik,2005/SK/BAN-PT/Ak/PT/XI/2024,2024,13,2029-11-05,Masih berlaku
2788,Akademi Keperawatan Wirahusada Medan,Baik,1464/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,01,2026-03-06,Masih berlaku
3987,Akademi Keperawatan YKY Yogyakarta,Baik Sekali,896/SK/BAN-PT/Akred/PT/XI/2020,2020,05,2025-11-03,Masih berlaku
3167,Akademi Keperawatan YPPP Wonomulyo,Baik,228/SK/BAN-PT/Ak-PPJ/PT/V/2022,2022,09,2025-07-05,73 hari lagi kedaluwarsa
972,Akademi Keperawatan YPTK Solok,Baik,1507/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,10,2026-08-13,Masih berlaku
2801,Akademi Keperawatan Yapenas 21 Maros,Baik,1365/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,09,2025-05-24,31 hari lagi kedaluwarsa
1571,Akademi Keperawatan Yappi Sragen,Baik,164/SK/BAN-PT/PEPA-Ppj/PT/III/2024,2024,06,2029-03-06,Masih berlaku
921,Akademi Keperawatan Yappkes Aceh Singkil,Baik,1554/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,13,2026-08-14,Masih berlaku
3645,Akademi Keperawatan Yaspen Jakarta,Baik,327/SK/BAN-PT/Akred/PT/IV/2021,2021,03,2026-04-14,Masih berlaku
2877,Akademi Keperawatan Yatna Yuana Lebak,Baik,1473/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,04,2025-06-28,66 hari lagi kedaluwarsa
3877,Akademi Keperawatan Yayasan Jalan Kimia,Baik,1105/SK/BAN-PT/Akred/PT/XII/2020,2020,03,2025-12-15,Masih berlaku
2724,Akademi Keperawatan Yayasan Pendidikan Imam Bonjol Majalengka,Baik,1405/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,04,2025-08-22,121 hari lagi kedaluwarsa
3554,Akademi Kepolisian,A,466/SK/BAN-PT/Ak-PPJ/PT/V/2021,2021,PTKL,2026-05-21,Masih berlaku
250,Akademi Kesehatan 17 Agustus 1945 Semarang,Baik,10/SK/BAN-PT/Ak-PNB/PT/I/2025,2025,06,2029-04-10,Masih berlaku
1452,Akademi Kesehatan Dharma Husada Kediri,Baik,381/SK/BAN-PT/Ak-PNB/PT/IV/2024,2024,07,2028-09-14,Masih berlaku
1570,Akademi Kesehatan Gigi Ditkesad Jakarta,Baik,165/SK/BAN-PT/PEPA-Ppj/PT/III/2024,2024,03,2029-03-06,Masih berlaku
3155,Akademi Kesehatan Gigi Karya Adi Husada Mataram,Baik,215/SK/BAN-PT/Ak-PPJ/PT/V/2022,2022,08,0000-00-00,Kedaluwarsa
1379,Akademi Kesehatan John Paul II Pekanbaru,Baik,498/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,17,2029-05-01,Masih berlaku
523,Akademi Kesehatan Kartini Batam,Baik,2011/SK/BAN-PT/Ak.P/PT/XI/2024,2024,17,2026-11-05,Masih berlaku
963,Akademi Kesehatan Konawe,Baik,1517/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,09,2026-08-13,Masih berlaku
336,Akademi Kesehatan Muhammadiyah Temanggung,Baik,2156/SK/BAN-PT/Ak/PT/XII/2024,2024,06,2029-12-02,Masih berlaku
2960,Akademi Kesehatan Rustida,Baik,894/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,07,2025-04-19,Sedang dalam proses evaluasi untuk perpanjangan peringkat
2074,Akademi Kesehatan Sinar Kasih Toraja,Baik,572/SK/BAN-PT/Ak-PNB/PT/IX/2023,2023,09,2025-07-05,73 hari lagi kedaluwarsa
1030,Akademi Kesehatan Sumenep,Baik,1463/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,07,2026-08-07,Masih berlaku
2932,Akademi Kesejahteraan Sosial AKK,Baik,890/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,05,2027-09-13,Masih berlaku
2124,Akademi Kesejahteraan Sosial Ibu Kartini,Baik Sekali,473/SK/BAN-PT/Ak/PT/VII/2023,2023,06,2028-07-18,Masih berlaku
1134,Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,Baik,1345/SK/BAN-PT/Ak/PT/VII/2024,2024,05,2029-07-09,Masih berlaku
1078,Akademi Keuangan Dan Perbankan Borobudur,Baik,1391/SK/BAN-PT/Ak/PT/VII/2024,2024,03,2029-07-23,Masih berlaku
1767,Akademi Keuangan Dan Perbankan Denpasar,Baik,1063/SK/BAN-PT/Ak/PT/XII/2023,2023,08,2028-12-05,Masih berlaku
3124,Akademi Keuangan Dan Perbankan Effata Kupang,Baik,324/SK/BAN-PT/Akred/PT/VII/2022,2022,15,2027-07-05,Masih berlaku
1287,Akademi Keuangan Dan Perbankan Padang,Baik,1120/SK/BAN-PT/Ak/PT/V/2024,2024,10,2029-05-28,Masih berlaku
843,Akademi Keuangan Perbankan Nusantara,Baik,1671/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,13,2026-08-18,Masih berlaku
1098,Akademi Keuangan Perbankan Tahuna,Baik,1363/SK/BAN-PT/Ak.P/PT/VII/2024,2024,16,2026-07-15,Masih berlaku
2707,Akademi Keuangan dan Perbankan Graha Arta Khatulistiwa,Baik,1418/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,11,2025-10-04,164 hari lagi kedaluwarsa
2689,Akademi Keuangan dan Perbankan Mulia Darma Pratama,Baik,1512/SK/BAN-PT/Ak-PNB/PT/IX/2022,2022,02,2026-03-16,Masih berlaku
1457,Akademi Kimia Analis Caraka Nusantara,Baik,390/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,03,2029-04-10,Masih berlaku
2930,Akademi Komunikasi Media Radio Dan TV Jakarta,Baik,888/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,03,2027-08-16,Masih berlaku
1559,Akademi Komunikasi Radya Binatama,Baik,209/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,05,2029-03-13,Masih berlaku
1198,Akademi Komunikasi SAE Indonesia,Baik,1260/SK/BAN-PT/Ak.P/PT/VI/2024,2024,03,2026-06-26,Masih berlaku
159,Akademi Komunitas Al-Kahfi,Baik,104/SK/BAN-PT/Ak/PT/II/2025,2025,06,2030-02-18,Masih berlaku
708,Akademi Komunitas BPPMNU Banat,Baik,1793/SK/BAN-PT/Ak.P/PT/IX/2024,2024,06,2026-09-17,Masih berlaku
147,Akademi Komunitas Darussalam Blokagung,Baik,111/SK/BAN-PT/Ak/PT/II/2025,2025,07,2030-02-25,Masih berlaku
309,Akademi Komunitas Dharma Bhakti Bangka,Baik,2217/SK/BAN-PT/Ak/PT/XII/2024,2024,02,2029-12-11,Masih berlaku
462,Akademi Komunitas Industri Manufaktur Bantaeng,Baik,2070/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTKL,2026-11-12,Masih berlaku
493,Akademi Komunitas Industri Pertambangan Bukit Asam,Baik,1988/SK/BAN-PT/Ak/PT/XI/2024,2024,02,2029-11-05,Masih berlaku
3219,Akademi Komunitas Industri Tekstil dan Produk Tekstil Surakarta,Baik,80/SK/BAN-PT/Akred/PT/II/2022,2022,PTKL,2027-02-15,Masih berlaku
2451,Akademi Komunitas Manajemen Perhotelan Indonesia,Baik,1950/SK/BAN-PT/Ak/PT/XI/2022,2022,08,2027-11-29,Masih berlaku
958,Akademi Komunitas Mapanawang Manado,Baik,1521/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,16,2026-08-13,Masih berlaku
2230,Akademi Komunitas Negeri Aceh Barat,Baik,331/SK/BAN-PT/Ak/PT/V/2023,2023,PTN,2028-05-10,Masih berlaku
2203,Akademi Komunitas Negeri Pacitan,Baik,361/SK/BAN-PT/Ak/PT/V/2023,2023,PTN,2028-05-23,Masih berlaku
1930,Akademi Komunitas Negeri Putra Sang Fajar Blitar,Baik,822/SK/BAN-PT/Ak/PT/X/2023,2023,PTN,2028-10-31,Masih berlaku
675,Akademi Komunitas Negeri Rejang Lebong,Baik,1823/SK/BAN-PT/Ak/PT/X/2024,2024,PTN,2029-10-03,Masih berlaku
535,Akademi Komunitas Nurul Jadid,Baik,1974/SK/BAN-PT/Ak/PT/X/2024,2024,07,2029-10-29,Masih berlaku
2393,Akademi Komunitas Olat Maras,Baik,69/SK/BAN-PT/Ak/PT/I/2023,2023,08,2028-01-31,Masih berlaku
3065,Akademi Komunitas Perkebunan Yogyakarta,Baik,424/SK/BAN-PT/Ak/PT/VIII/2022,2022,05,2027-08-09,Masih berlaku
874,Akademi Komunitas Peternakan Jorong,Baik,1605/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,11,2026-08-18,Masih berlaku
3922,Akademi Komunitas Semen Indonesia Rembang,Baik,1006/SK/BAN-PT/Akred/PT/XII/2020,2020,06,2025-12-01,Masih berlaku
2248,Akademi Komunitas Teknologi Syarifuddin,Baik,299/SK/BAN-PT/Ak/PT/IV/2023,2023,07,2028-04-26,Masih berlaku
559,Akademi Komunitas Toyota Indonesia,Baik Sekali,1931/SK/BAN-PT/Ak/PT/X/2024,2024,04,2029-10-19,Masih berlaku
2401,Akademi Kuliner Monas Pasifik,Baik,1744/SK/BAN-PT/Ak-PPJ/PT/X/2022,2020,07,2025-05-24,31 hari lagi kedaluwarsa
1335,Akademi Kuliner dan Patiseri Ottimmo Internasional,Baik,1092/SK/BAN-PT/PEPA-Ppj/PT/V/2024,2024,07,2029-05-22,Masih berlaku
1557,Akademi Manajemen Administrasi Dharmala,Baik,210/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,05,2029-02-27,Masih berlaku
1434,Akademi Manajemen Administrasi Yogyakarta,B,405/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,05,2029-04-10,Masih berlaku
2891,Akademi Manajemen Belitung,Baik,1296/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,02,2025-07-05,73 hari lagi kedaluwarsa
3797,Akademi Manajemen Bumi Sebalo Bengkayang,Tidak Terakreditasi,1182/SK/BAN-PT/Ak-TMSP/PT/XII/2020,2020,11,,Masih berlaku
845,Akademi Manajemen Informatika &amp; Komputer Jaya Nusa,Baik,1630/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,10,2026-08-18,Masih berlaku
1983,Akademi Manajemen Informatika &amp; Komputer Universal,Baik,709/SK/BAN-PT/Ak/PT/X/2023,2023,01,2028-10-10,Masih berlaku
2093,Akademi Manajemen Informatika Dan Komputer Dumai,Baik,537/SK/BAN-PT/Ak.Ppj/PT/VIII/2023,2023,10,2028-08-28,Masih berlaku
840,Akademi Manajemen Informatika Dan Komputer Itmi,Baik,1634/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,01,2026-08-18,Masih berlaku
1086,Akademi Manajemen Informatika Dan Komputer Jombang,Baik,1406/SK/BAN-PT/Ak.P/PT/VII/2024,2024,07,2026-07-23,Masih berlaku
853,Akademi Manajemen Informatika Dan Komputer Makassar,Baik,1658/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,16,2026-08-18,Masih berlaku
1213,Akademi Manajemen Informatika Dan Komputer YPAT,Baik,1222/SK/BAN-PT/Ak/PT/VI/2024,2024,04,2029-06-25,Masih berlaku
3171,Akademi Manajemen Informatika dan Komputer Jakarta Teknologi Cipta,B,202/SK/BAN-PT/Ak-PPJ/PT/V/2022,2022,06,2027-05-17,Masih berlaku
2765,Akademi Manajemen Informatika dan Komputer Kosgoro,Baik,1409/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,10,2026-12-28,Masih berlaku
2844,Akademi Manajemen Informatika dan Komputer Luwuk Banggai,Baik,1133/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,16,2025-04-19,Sedang dalam proses evaluasi untuk perpanjangan peringkat
2813,Akademi Manajemen Informatika dan Komputer Serang,Baik,1311/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,04,2025-06-23,61 hari lagi kedaluwarsa
2865,Akademi Manajemen Informatika dan Komputer Tri Dharma,Baik,1121/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,10,2025-08-08,107 hari lagi kedaluwarsa
2271,Akademi Manajemen Komputer dan Informatika Ketapang,Baik,249/SK/BAN-PT/Ak/PT/IV/2023,2023,11,2028-04-11,Masih berlaku
1143,Akademi Manajemen Koperasi Tantular,Baik,1344/SK/BAN-PT/Ak/PT/VII/2024,2024,07,2029-07-09,Masih berlaku
215,Akademi Manajemen Perusahaan Panca Bhakti,Tidak Terakreditasi,47/SK/BAN-PT/Ak-TMSP/PT/II/2025,2025,11,,Masih berlaku
1035,Akademi Manajemen Putra Jaya,Baik,1457/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,05,2026-08-07,Masih berlaku
863,Akademi Maritim Aceh Darussalam,Baik,1648/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,13,2026-08-18,Masih berlaku
1863,Akademi Maritim Belawan,Baik,977/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,01,2028-12-06,Masih berlaku
299,Akademi Maritim Bina Bahari,Baik,2213/SK/BAN-PT/Ak/PT/XII/2024,2024,02,2029-12-11,Masih berlaku
1857,Akademi Maritim Cirebon,B,969/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,04,2028-11-28,Masih berlaku
2906,Akademi Maritim Djadajat,Baik,934/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,03,2026-05-21,Masih berlaku
3111,Akademi Maritim Indonesia AIPI,Baik,345/SK/BAN-PT/Akred-PMT/PT/VII/2022,2022,09,2027-07-12,Masih berlaku
482,Akademi Maritim Maluku,Baik,1989/SK/BAN-PT/Ak/PT/XI/2024,2024,12,2029-11-05,Masih berlaku
2440,Akademi Maritim Nasional Jaya,Baik,1977/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,03,2027-11-01,Masih berlaku
3533,Akademi Maritim Nusantara Banjarmasin,Baik,510/SK/BAN-PT/Akred/PT/VI/2021,2021,11,2026-06-02,Masih berlaku
2603,Akademi Maritim Nusantara Cilacap,B,1703/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,06,2027-11-01,Masih berlaku
1042,Akademi Maritim Palopo,Baik,1434/SK/BAN-PT/Ak/PT/VIII/2024,2024,09,2029-08-06,Masih berlaku
1166,Akademi Maritim Pembangunan Jakarta,Baik,1295/SK/BAN-PT/Ak/PT/VII/2024,2024,03,2029-07-02,Masih berlaku
3698,Akademi Maritim Sapta Samudra,Baik,232/SK/BAN-PT/Akred/PT/III/2021,2021,10,2026-03-23,Masih berlaku
1907,Akademi Maritim Suaka Bahari,Baik,889/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,04,2028-11-22,Masih berlaku
3397,Akademi Metrologi dan Instrumentasi,Baik,766/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTKL,2026-08-24,Masih berlaku
2151,Akademi Militer Magelang,Unggul,439/SK/BAN-PT/Ak.KP/PT/VI/2023,2023,PTKL,2027-10-18,Masih berlaku
880,Akademi Olahraga Prestasi Nasional,Baik,1663/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,03,2026-08-18,Masih berlaku
1149,Akademi Optometri Yogyakarta,Baik,1335/SK/BAN-PT/Ak.P/PT/VII/2024,2024,05,2026-07-09,Masih berlaku
1568,Akademi Pariwisata (AKPAR) Bina Sarana Informatika Bandung,Baik,204/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,04,2029-03-20,Masih berlaku
871,Akademi Pariwisata Bandung,Baik,1608/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,04,2026-08-18,Masih berlaku
2487,Akademi Pariwisata Bunda Padang,Baik,1906/SK/BAN-PT/Ak/PT/XI/2022,2022,10,2027-11-15,Masih berlaku
2283,Akademi Pariwisata Citra Buana Indonesia,Baik,250/SK/BAN-PT/Ak/PT/IV/2023,2023,04,2028-04-11,Masih berlaku
3040,Akademi Pariwisata Dan Perhotelan Darma Agung,B,532/SK/BAN-PT/Ak.Ppj/PT/VIII/2022,2022,01,2027-09-13,Masih berlaku
28,Akademi Pariwisata Dan Perhotelan Ganesha,Baik,2139/SK/BAN-PT/Ak.Ppj/PT/IV/2025,2025,07,2030-04-20,Masih berlaku
